tmid,date,seq_id,exp_time_cmd,exp_time,filter,Alt,Az,current_mean,current_std,alt_std,az_std,electrometer_filename,flag
20240925192552,2024-09-25 19:25:52.958139,96,,0.931033,Empty,60.78986,58.80604,-1.8792556e-06,4.0502345611093396e-11,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_96.npy,False
20240925192600,2024-09-25 19:26:00.108058,97,,0.931176,Empty,51.67236,58.80604,-4.376929e-06,2.980083891436295e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_97.npy,False
20240925192607,2024-09-25 19:26:07.151180,98,,0.929678,Empty,42.11375,58.80604,-5.830382e-06,5.331753932806634e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_98.npy,False
20240925192620,2024-09-25 19:26:20.361285,99,11.9715625,12.410725,Empty,89.04945,58.80604,-5.662002907563026e-06,5.852554591384547e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_99.npy,True
20240925192637,2024-09-25 19:26:37.470145,100,,0.929585,Empty,88.57258,88.02762,-2.489044e-05,3.0193376757162322e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_100.npy,False
20240925192644,2024-09-25 19:26:44.521990,101,,0.929438,Empty,79.29033,88.02762,-9.258984999999998e-06,4.774568043288351e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_101.npy,False
20240925192653,2024-09-25 19:26:53.000847,102,,0.929831,Empty,69.65318,88.02762,-5.654163e-07,2.4170107571129347e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_102.npy,False
20240925192701,2024-09-25 19:27:01.478772,103,,0.929234,Empty,60.03235,88.02762,-1.5801987e-06,1.0644909581578419e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_103.npy,False
20240925192708,2024-09-25 19:27:08.523500,104,,0.929647,Empty,50.38972,88.02762,-4.459367999999999e-06,3.002265811017908e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_104.npy,False
20240925192715,2024-09-25 19:27:15.568931,105,,0.929512,Empty,41.22633,88.02762,-5.50951e-06,6.317594478913803e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_105.npy,False
20240925192728,2024-09-25 19:27:28.929447,106,12.1934175,12.589398,Empty,88.71995,88.02762,-6.88250094214876e-06,7.432911108907002e-06,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_106.npy,True
20240925192746,2024-09-25 19:27:46.029897,107,,0.929037,Empty,88.42262,117.17219,-2.65442e-05,2.4037470748809187e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_107.npy,False
20240925192753,2024-09-25 19:27:53.098058,108,,0.929547,Empty,79.164,117.17219,-1.514443e-05,1.095134694912067e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_108.npy,False
20240925192800,2024-09-25 19:28:00.149072,109,,0.929137,Empty,69.53692,117.17219,-2.599284e-06,9.297311439333376e-11,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_109.npy,False
20240925192807,2024-09-25 19:28:07.199023,110,,0.929068,Empty,59.9536,117.17219,-9.230788e-06,5.15670437391831e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_110.npy,False
20240925192814,2024-09-25 19:28:14.242907,111,,0.929444,Empty,50.81788,117.17219,-1.2624654e-05,1.0177838670368379e-09,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_111.npy,False
20240925192821,2024-09-25 19:28:21.382363,112,,0.929201,Empty,41.52266,117.17219,-8.445994e-06,7.82715784943697e-10,,,/home/estevesjh/Documents/twilightMonitor/DATA/keysighB2987A/202409/20240925_112.npy,False
